ID,RFAM#,Architecture,Clan,Family
F1220,RF01142,hairpin,C/D-box,sR19
F1221,RF01143,hairpin,C/D-box,sR16
F1222,RF01144,hairpin,C/D-box,sR17
F1223,RF01145,hairpin,C/D-box,sR14
F1224,RF01146,hairpin,C/D-box,sR15
F1225,RF01147,hairpin,C/D-box,sR12
F1226,RF01149,hairpin,C/D-box,sR10
F1227,RF01150,hairpin,C/D-box,sR11
F1228,RF01151,hairpin,C/D-box,snoU82P
F1229,RF01152,hairpin,C/D-box,sR1
F1230,RF01153,hairpin,C/D-box,sn3060
F1231,RF01155,hairpin,C/D-box,snoR101
F1232,RF01156,hairpin,C/D-box,SNORD123
F1233,RF01157,hairpin,C/D-box,sn1185
F1234,RF01158,hairpin,C/D-box,SNORD108
F150,RF01159,hairpin,C/D-box,snoU18
F1235,RF01160,hairpin,C/D-box,sn2841
F1236,RF01161,hairpin,C/D-box,SNORD5
F1237,RF01162,hairpin,C/D-box,sn668
F1238,RF01163,hairpin,C/D-box,snoR64a
F1239,RF01164,hairpin,C/D-box,SNORD107
F1240,RF01165,hairpin,C/D-box,sn2317
F1241,RF01166,hairpin,C/D-box,sn3071
F1242,RF01167,hairpin,C/D-box,sn2429
F1243,RF01168,hairpin,C/D-box,SNORD126
F232,RF01169,hairpin,C/D-box,SNORD112
F220,RF01170,hairpin,C/D-box,snoU61
F1244,RF01171,hairpin,C/D-box,snoR4
F1245,RF01172,hairpin,C/D-box,sn2343
F247,RF01173,hairpin,C/D-box,snoU105B
F1246,RF01174,hairpin,C/D-box,snoU43
F1247,RF01175,hairpin,C/D-box,snoU83D
F208,RF01176,hairpin,C/D-box,snR78
F172,RF01177,hairpin,C/D-box,snR67
F191,RF01178,hairpin,C/D-box,snoR77Y
F1248,RF01179,hairpin,C/D-box,snoU83
F1249,RF01180,2H,H/ACA-box,snoR110
F192,RF01181,hairpin,C/D-box,snR77
F315,RF01182,hairpin,C/D-box,SNORD11
F152,RF01183,hairpin,C/D-box,SNORD19B
F1250,RF01184,hairpin,C/D-box,snR79
F144,RF01185,hairpin,C/D-box,snR75
F1251,RF01186,hairpin,C/D-box,SNORD127
F154,RF01188,hairpin,C/D-box,snR56
F1252,RF01189,hairpin,C/D-box,sn1502
F1253,RF01190,hairpin,C/D-box,snR50
F1254,RF01191,hairpin,C/D-box,SNORD121A
F316,RF01192,hairpin,C/D-box,SNORD11B
F1255,RF01193,hairpin,C/D-box,snoR20a
F218,RF01194,hairpin,C/D-box,sn2903
F1256,RF01195,hairpin,C/D-box,snR52
F1257,RF01196,hairpin,C/D-box,snoZ30a
F180,RF01197,hairpin,C/D-box,snR39
F165,RF01198,hairpin,C/D-box,snoR69Y
F251,RF01199,hairpin,C/D-box,snR58
F221,RF01200,hairpin,C/D-box,SNORD125
F181,RF01201,hairpin,C/D-box,snR40
F1258,RF01202,hairpin,C/D-box,sn2991
F166,RF01203,hairpin,C/D-box,snR47
F1259,RF01204,hairpin,C/D-box,snR65
F183,RF01205,hairpin,C/D-box,snR62
F1260,RF01206,2H,H/ACA-box,snoR109
F186,RF01207,hairpin,C/D-box,snR73
F1261,RF01208,2H,H/ACA-box,snoR99
F238,RF01209,hairpin,C/D-box,snR76
F259,RF01210,hairpin,C/D-box,snoU13
F1262,RF01211,hairpin,C/D-box,SNORD124
F1263,RF01212,hairpin,C/D-box,sn2524
F1264,RF01213,2H,H/ACA-box,snoR103
F195,RF01214,hairpin,C/D-box,snR51
F1265,RF01215,2H,H/ACA-box,snoR97
F148,RF01216,hairpin,C/D-box,snR87
F224,RF01218,hairpin,C/D-box,snR41
F1266,RF01219,2H,H/ACA-box,snoR100
F1267,RF01220,2H,H/ACA-box,snoR104
F1268,RF01221,hairpin,C/D-box,snoU6-47
F1269,RF01222,hairpin,C/D-box,sn2417
F145,RF01223,hairpin,C/D-box,snR13
F124,RF01224,2H,H/ACA-box,snoR80
F1270,RF01225,2H,H/ACA-box,ACA64
F146,RF01226,hairpin,C/D-box,snoZ5
F1271,RF01227,2H,H/ACA-box,snoR83
F1272,RF01228,2H,H/ACA-box,snoR111
F1273,RF01229,2H,H/ACA-box,SNORA84
F1274,RF01230,2H,H/ACA-box,snoR77
F1275,RF01231,2H,H/ACA-box,snoR74
F1276,RF01232,hairpin,C/D-box,snoR442
F1277,RF01233,2H,H/ACA-box,snoU109
F1278,RF01234,2H,H/ACA-box,SNORA47
F254,RF01235,hairpin,C/D-box,snR68
F1279,RF01236,2H,H/ACA-box,snoU19
F116,RF01237,2H,H/ACA-box,snR161
F197,RF01238,hairpin,C/D-box,snR70
F125,RF01239,2H,H/ACA-box,snR49
F80,RF01240,2H,H/ACA-box,snR85
F1280,RF01241,2H,H/ACA-box,SNORA81
F111,RF01242,2H,H/ACA-box,snR36
F86,RF01243,2H,H/ACA-box,snR33
F1281,RF01244,hairpin,C/D-box,snR4
F117,RF01245,2H,H/ACA-box,snR9
F82,RF01246,2H,H/ACA-box,snR81
F1282,RF01247,2H,H/ACA-box,snR32
F129,RF01248,2H,H/ACA-box,snR8
F142,RF01249,hairpin,C/D-box,snR190
F72,RF01250,2H,H/ACA-box,snR189
F131,RF01251,2H,H/ACA-box,snR3
F126,RF01252,2H,H/ACA-box,snR5
F73,RF01253,2H,H/ACA-box,snR46
F137,RF01254,2H,H/ACA-box,snR34
F90,RF01255,2H,H/ACA-box,snR35
F87,RF01256,2H,H/ACA-box,snR43
F84,RF01257,2H,H/ACA-box,snR31
F97,RF01258,2H,H/ACA-box,snR10
F201,RF01259,hairpin,C/D-box,snR63
F76,RF01260,2H,H/ACA-box,snR11
F132,RF01261,2H,H/ACA-box,snR82
F112,RF01262,2H,H/ACA-box,snR44
F140,RF01263,2H,H/ACA-box,snR191
F78,RF01264,2H,H/ACA-box,snR83
F101,RF01265,2H,H/ACA-box,snR42
F1283,RF01266,hairpin,C/D-box,snR45
F135,RF01267,2H,H/ACA-box,snR37
F1284,RF01268,hairpin,C/D-box,SCARNA2
F105,RF01269,2H,H/ACA-box,snR80
F1285,RF01270,2H,H/ACA-box,snR84
F253,RF01271,2H,H/ACA-box,snR30
F119,RF01272,2H,H/ACA-box,snR86
F1286,RF01273,hairpin,C/D-box,sR34
F1287,RF01274,hairpin,C/D-box,sR45
F1288,RF01275,hairpin,C/D-box,sR22
F1289,RF01276,hairpin,C/D-box,sR53
F33,RF01277,hairpin,C/D-box,snoU54
F233,RF01278,hairpin,C/D-box,SNORD109A
F257,RF01279,hairpin,C/D-box,snoR53Y
F249,RF01280,hairpin,C/D-box,snoR14
F173,RF01281,hairpin,C/D-box,snoR35
F169,RF01283,hairpin,C/D-box,snoU30
F1290,RF01284,hairpin,C/D-box,snoR8a
F1291,RF01285,hairpin,C/D-box,snoU31b
F1292,RF01286,hairpin,C/D-box,snoR26
F255,RF01287,hairpin,C/D-box,snoR27
F1293,RF01288,hairpin,C/D-box,snoR31
F1294,RF01289,hairpin,C/D-box,snoR17
F1295,RF01290,hairpin,C/D-box,SNORD10
F1296,RF01291,hairpin,C/D-box,SNORD97
F138,RF01292,2H,H/ACA-box,snoR2
F1297,RF01293,2H,H/ACA-box,ACA59
F260,RF01294,2H,H/ACA-box,snoU89
F1298,RF01295,hairpin,C/D-box,SCARNA7
F261,RF01296,2H,H/ACA-box,snoU85
F1299,RF01297,hairpin,C/D-box,sR40
F1300,RF01298,hairpin,C/D-box,snoU25
F241,RF01299,hairpin,C/D-box,SNORD2
F204,RF01300,hairpin,C/D-box,snoU49
F1301,RF01301,hairpin,C/D-box,snoR4a
F167,RF01302,hairpin,C/D-box,snoU36a
F1302,RF01303,hairpin,C/D-box,sR49
F1303,RF01304,hairpin,C/D-box,sR5
F1304,RF01305,hairpin,C/D-box,sR51
F1305,RF01306,hairpin,C/D-box,sR52
F1306,RF01307,hairpin,C/D-box,sR55
F1307,RF01308,hairpin,C/D-box,sR58
F1308,RF01309,hairpin,C/D-box,sR60
F1309,RF01310,hairpin,C/D-box,sR7
F1310,RF01312,hairpin,C/D-box,sR9
F318,RF01313,hairpin,Hepadnavirus_epsilon,AHBV_epsilon
F1311,RF01314,hairpin,miRNA2,mir-1227
F48,RF01315,hairpin,CRISPR-DR,CRISPR-DR2
F1312,RF01316,hairpin,CRISPR-DR,CRISPR-DR3
F49,RF01317,hairpin,CRISPR-DR,CRISPR-DR4
F55,RF01318,hairpin,CRISPR-DR,CRISPR-DR5
F1313,RF01319,hairpin,CRISPR-DR,CRISPR-DR6
F56,RF01320,hairpin,CRISPR-DR,CRISPR-DR7
F1314,RF01321,hairpin,CRISPR-DR,CRISPR-DR8
F1315,RF01322,hairpin,CRISPR-DR,CRISPR-DR9
F1316,RF01323,hairpin,CRISPR-DR,CRISPR-DR10
F1317,RF01324,hairpin,CRISPR-DR,CRISPR-DR11
F1318,RF01325,hairpin,CRISPR-DR,CRISPR-DR12
F1319,RF01326,hairpin,CRISPR-DR,CRISPR-DR13
F50,RF01327,hairpin,CRISPR-DR,CRISPR-DR14
F51,RF01328,hairpin,CRISPR-DR,CRISPR-DR17
F1320,RF01329,hairpin,CRISPR-DR,CRISPR-DR15
F1321,RF01330,hairpin,CRISPR-DR,CRISPR-DR16
F1322,RF01331,hairpin,CRISPR-DR,CRISPR-DR18
F1323,RF01332,hairpin,CRISPR-DR,CRISPR-DR19
F1324,RF01333,hairpin,CRISPR-DR,CRISPR-DR20
F1325,RF01334,hairpin,CRISPR-DR,CRISPR-DR21
F1326,RF01335,hairpin,CRISPR-DR,CRISPR-DR22
F1327,RF01336,hairpin,CRISPR-DR,CRISPR-DR23
F1328,RF01337,hairpin,CRISPR-DR,CRISPR-DR24
F52,RF01338,hairpin,CRISPR-DR,CRISPR-DR25
F1329,RF01339,hairpin,CRISPR-DR,CRISPR-DR27
F1330,RF01340,hairpin,CRISPR-DR,CRISPR-DR29
F1331,RF01341,hairpin,CRISPR-DR,CRISPR-DR30
F1332,RF01342,hairpin,CRISPR-DR,CRISPR-DR32
F1333,RF01343,hairpin,CRISPR-DR,CRISPR-DR33
F1334,RF01344,hairpin,CRISPR-DR,CRISPR-DR34
F1335,RF01345,hairpin,CRISPR-DR,CRISPR-DR35
F1336,RF01346,hairpin,CRISPR-DR,CRISPR-DR36
F1337,RF01347,hairpin,CRISPR-DR,CRISPR-DR37
F1338,RF01348,hairpin,CRISPR-DR,CRISPR-DR38
F1339,RF01349,hairpin,CRISPR-DR,CRISPR-DR40
F1340,RF01350,hairpin,CRISPR-DR,CRISPR-DR41
F1341,RF01351,hairpin,CRISPR-DR,CRISPR-DR42
F53,RF01352,hairpin,CRISPR-DR,CRISPR-DR43
F1342,RF01353,hairpin,CRISPR-DR,CRISPR-DR44
F1343,RF01354,hairpin,CRISPR-DR,CRISPR-DR45
F1344,RF01355,hairpin,CRISPR-DR,CRISPR-DR26
F1345,RF01356,hairpin,CRISPR-DR,CRISPR-DR28
F1346,RF01357,hairpin,CRISPR-DR,CRISPR-DR31
F1347,RF01358,hairpin,CRISPR-DR,CRISPR-DR39
F1348,RF01359,hairpin,CRISPR-DR,CRISPR-DR46
F1349,RF01360,hairpin,CRISPR-DR,CRISPR-DR47
F1350,RF01361,hairpin,CRISPR-DR,CRISPR-DR48
F1351,RF01362,hairpin,CRISPR-DR,CRISPR-DR49
F1352,RF01363,hairpin,CRISPR-DR,CRISPR-DR50
F1353,RF01364,hairpin,CRISPR-DR,CRISPR-DR51
F1354,RF01365,hairpin,CRISPR-DR,CRISPR-DR52
F1355,RF01366,hairpin,CRISPR-DR,CRISPR-DR53
F1356,RF01367,hairpin,CRISPR-DR,CRISPR-DR54
F1357,RF01368,hairpin,CRISPR-DR,CRISPR-DR55
F1358,RF01369,hairpin,CRISPR-DR,CRISPR-DR56
F1359,RF01370,hairpin,CRISPR-DR,CRISPR-DR57
F1360,RF01371,hairpin,CRISPR-DR,CRISPR-DR58
F1361,RF01373,hairpin,CRISPR-DR,CRISPR-DR60
F1362,RF01374,hairpin,CRISPR-DR,CRISPR-DR61
F1363,RF01375,hairpin,CRISPR-DR,CRISPR-DR62
F57,RF01376,hairpin,CRISPR-DR,CRISPR-DR63
F58,RF01377,hairpin,CRISPR-DR,CRISPR-DR64
F1364,RF01378,hairpin,CRISPR-DR,CRISPR-DR65
F54,RF01379,hairpin,CRISPR-DR,CRISPR-DR66
F1365,RF01380,hairpin,HIV-1_SD,HIV-1_SD
F1366,RF01381,hairpin,HIV-1_SL3,HIV-1_SL3
F1367,RF01382,hairpin,HIV-1_SL4,HIV-1_SL4
F1368,RF01383,hairpin,GRIK4_3p_UTR,GRIK4_3p_UTR
F1369,RF01384,3WJ,InvR,InvR
F1370,RF01385,2H,isrA,isrA
F1371,RF01386,3H,isrB,isrB
F1372,RF01387,4WJ,isrC,isrC
F1373,RF01388,2H,isrD,isrD
F1374,RF01389,complex unclassified,isrF,isrF
F1375,RF01390,complex unclassified,isrG,isrG
F1376,RF01391,complex unclassified,isrH,isrH
F1377,RF01392,2H,isrI,isrI
F1378,RF01393,2H,isrJ,isrJ
F1379,RF01394,3H,isrK,isrK
F1380,RF01395,complex unclassified,isrL,isrL
F1381,RF01396,3WJ,isrN,isrN
F1382,RF01397,3WJ,isrO,isrO
F1383,RF01398,3WJ,isrP,isrP
F1384,RF01399,complex unclassified,isrQ,isrQ
F1385,RF01400,3H,istR,istR
F1386,RF01401,2H,rseX,rseX
F1387,RF01402,3H,STnc150,STnc150
F1388,RF01403,2H,STnc290,STnc290
F1389,RF01404,2H,PinT,PinT
F1390,RF01405,3H,STnc490,STnc490
F1391,RF01406,complex unclassified,STnc500,STnc500
F1392,RF01407,4H,STnc560,STnc560
F1393,RF01408,complex unclassified,sraL,sraL
F1394,RF01409,4H,STnc250,STnc250
F1395,RF01410,hairpin,BsrC,BsrC
F1396,RF01411,3WJ,BsrF,BsrF
F1397,RF01412,complex unclassified,BsrG,BsrG
F294,RF01413,hairpin,mir-290,miR-430
F1398,RF01414,hairpin,class_I_RNA,class_I_RNA
F1399,RF01415,3WJ,Flavivirus_SLIV,Flavivirus_SLIV
F1400,RF01416,2H,NrrF,NrrF
F1401,RF01417,complex unclassified,RSV_RNA,RSV_RNA
F1402,RF01418,3WJ,HIV_POL-1_SL,HIV_POL-1_SL
F1403,RF01419,hairpin,IsrR,IsrR
F1404,RF01420,hairpin,C/D-box,snoR113
F1405,RF01421,hairpin,C/D-box,snoR114
F1406,RF01422,hairpin,C/D-box,snoR116
F1407,RF01423,hairpin,C/D-box,snoR117
F239,RF01424,hairpin,C/D-box,snoR118
F1408,RF01425,hairpin,C/D-box,snoR121
F1409,RF01426,hairpin,C/D-box,snoR126
F1410,RF01427,hairpin,C/D-box,snoR127
F1411,RF01428,hairpin,C/D-box,snoR128
F1412,RF01429,hairpin,C/D-box,snoR130
F1413,RF01430,2H,H/ACA-box,snoR134
F1414,RF01431,2H,H/ACA-box,snoR135
F1415,RF01432,2H,H/ACA-box,snoR143
F1416,RF01433,2H,H/ACA-box,snoR137
F133,RF01434,2H,H/ACA-box,S_pombe_snR3
F127,RF01435,2H,H/ACA-box,S_pombe_snR5
F88,RF01436,2H,H/ACA-box,S_pombe_snR33
F98,RF01437,2H,H/ACA-box,S_pombe_snR10
F91,RF01438,2H,H/ACA-box,S_pombe_snR35
F113,RF01439,2H,H/ACA-box,S_pombe_snR36
F102,RF01440,2H,H/ACA-box,S_pombe_snR42
F74,RF01441,2H,H/ACA-box,S_pombe_snR46
F1417,RF01442,2H,H/ACA-box,S_pombe_snR90
F1418,RF01443,2H,H/ACA-box,S_pombe_snR91
F1419,RF01444,2H,H/ACA-box,S_pombe_snR92
F1420,RF01445,2H,H/ACA-box,S_pombe_snR94
F1421,RF01446,2H,H/ACA-box,S_pombe_snR95
F1422,RF01447,2H,H/ACA-box,S_pombe_snR98
F1423,RF01448,2H,H/ACA-box,S_pombe_snR93
F1424,RF01449,2H,H/ACA-box,S_pombe_snR100
F1425,RF01450,2H,H/ACA-box,S_pombe_snR96
F1426,RF01451,2H,H/ACA-box,S_pombe_snR97
F1427,RF01452,2H,H/ACA-box,S_pombe_snR99
F1428,RF01453,complex unclassified,RCNMV_TE_DR1,RCNMV_TE_DR1
F1429,RF01454,4H,RCNMV_5UTR,RCNMV_5UTR
F1430,RF01455,hairpin,DPB,DPB
F1431,RF01456,2H,VrrA,VrrA
F1432,RF01457,2H,rli22,rli22
F1433,RF01458,3WJ,rli23,rli23
F1434,RF01459,complex unclassified,rliE,rliE
F1435,RF01460,complex unclassified,rliH,rliH
F1436,RF01461,complex unclassified,rli24,rli24
F1437,RF01462,complex unclassified,rli26,rli26
F1438,RF01463,3WJ,rli27,rli27
F1439,RF01464,complex unclassified,rliA,rliA
F1440,RF01465,hairpin,rli31,rli31
F1441,RF01466,2H,rli34,rli34
F1442,RF01467,2H,rli36,rli36
F1443,RF01468,complex unclassified,rli32,rli32
F1444,RF01469,complex unclassified,rli33,rli33
F1445,RF01470,3WJ,rli38,rli38
F1446,RF01471,3WJ,rliB,rliB
F1447,RF01472,complex unclassified,rli40,rli40
F1448,RF01473,complex unclassified,rli41,rli41
F1449,RF01474,complex unclassified,rli42,rli42
F1450,RF01475,3WJ,rli45,rli45
F1451,RF01476,complex unclassified,rliF,rliF
F1452,RF01477,complex unclassified,rli43,rli43
F1453,RF01478,complex unclassified,rli47,rli47
F1454,RF01479,3WJ,rli48,rli48
F1455,RF01480,3H,rli52,rli52
F1456,RF01481,3WJ,rli53,rli53
F306,RF01482,4WJ,Cobalamin,AdoCbl_riboswitch
F1457,RF01483,3WJ,rli56,rli56
F1458,RF01484,3WJ,rli59,rli59
F1459,RF01485,2H,rli61,rli61
F1460,RF01486,complex unclassified,rli62,rli62
F1461,RF01487,complex unclassified,rliI,rliI
F1462,RF01488,3WJ,rli49,rli49
F1463,RF01489,2H,sbrA,sbrA
F1464,RF01490,3WJ,rli51,rli51
F1465,RF01491,complex unclassified,rli54,rli54
F1466,RF01492,3WJ,rli28,rli28
F1467,RF01493,complex unclassified,rli37,rli37
F1468,RF01494,complex unclassified,rliD,rliD
F1469,RF01495,3H,ACAT,ACAT
F1470,RF01496,2H,Afu_182,Afu_182
F1471,RF01497,2H,ALIL,ALIL
F1472,RF01498,hairpin,C/D-box,Afu_190
F1473,RF01499,hairpin,C/D-box,Afu_191
F1474,RF01500,hairpin,C/D-box,Afu_198
F1475,RF01501,hairpin,C/D-box,Afu_199
F16,RF01502,SRP,SRP,Fungi_SRP
F1476,RF01503,2H,Afu_203,Afu_203
F1477,RF01504,2H,Afu_254,Afu_254
F1478,RF01505,hairpin,C/D-box,Afu_264
F1479,RF01506,hairpin,C/D-box,Afu_294
F1480,RF01507,hairpin,C/D-box,Afu_298
F1481,RF01508,4H,BYDV_5_UTR,BYDV_5_UTR
F1482,RF01509,hairpin,C/D-box,Afu_300
F1483,RF01510,3WJ,MFR,MFR
F1484,RF01511,hairpin,C/D-box,Afu_304
F1485,RF01512,complex unclassified,Afu_309,Afu_309
F1486,RF01513,hairpin,C/D-box,Afu_335
F1487,RF01514,hairpin,C/D-box,Afu_513
F1488,RF01515,hairpin,C/D-box,Afu_514
F1489,RF01516,hairpin,C/D-box,v-snoRNA-1
F1490,RF01517,complex unclassified,iscRS,iscRS
F1491,RF01518,hairpin,pRNA,pRNA
F1492,RF01519,hairpin,CC0196,CC0196
F1493,RF01520,2H,CC0734,CC0734
F1494,RF01521,2H,CC1840,CC1840
F1495,RF01522,2H,H/ACA-box,TB10Cs1H1
F1496,RF01523,2H,H/ACA-box,TB10Cs1H2
F1497,RF01524,2H,H/ACA-box,TB10Cs1H3
F1498,RF01525,2H,H/ACA-box,TB10Cs2H1
F1499,RF01526,hairpin,C/D-box,ceN106
F1500,RF01527,complex unclassified,CrfA,CrfA
F1501,RF01528,3WJ,CC3513,CC3513
F1502,RF01529,3WJ,CC3552,CC3552
F1503,RF01530,3H,CC3664,CC3664
F1504,RF01531,2H,H/ACA-box,TB10Cs3H1
F1505,RF01532,2H,H/ACA-box,TB10Cs3H2
F1506,RF01533,2H,H/ACA-box,TB10Cs4H3
F1507,RF01534,2H,H/ACA-box,TB10Cs4H4
F1508,RF01535,2H,H/ACA-box,TB10Cs5H2
F1509,RF01536,2H,H/ACA-box,TB10Cs5H3
F1510,RF01537,2H,H/ACA-box,TB11Cs2H1
F1511,RF01538,2H,H/ACA-box,TB11Cs3H1
F1512,RF01539,2H,H/ACA-box,TB11Cs4H1
F1513,RF01540,2H,H/ACA-box,TB11Cs4H2
F1514,RF01541,2H,H/ACA-box,TB11Cs4H3
F1515,RF01542,2H,H/ACA-box,TB11Cs5H1
F1516,RF01543,2H,H/ACA-box,TB11Cs5H2
F1517,RF01544,2H,H/ACA-box,TB11Cs5H3
F1518,RF01545,2H,H/ACA-box,TB3Cs2H1
F1519,RF01546,2H,H/ACA-box,TB6Cs1H1
F1520,RF01547,2H,H/ACA-box,TB6Cs1H3
F1521,RF01548,2H,H/ACA-box,TB6Cs1H4
F1522,RF01549,2H,H/ACA-box,TB8Cs2H1
F1523,RF01550,2H,H/ACA-box,TB8Cs3H1
F1524,RF01551,2H,H/ACA-box,TB8Cs4H2
F1525,RF01552,2H,H/ACA-box,TB9Cs1H2
F1526,RF01553,2H,H/ACA-box,TB9Cs1H3
F1527,RF01554,2H,H/ACA-box,TB9Cs2H1
F1528,RF01555,2H,H/ACA-box,TB9Cs3H1
F1529,RF01556,2H,H/ACA-box,TB9Cs3H2
F1530,RF01557,2H,H/ACA-box,TB9Cs4H1
F1531,RF01558,2H,H/ACA-box,TB9Cs4H2
F1532,RF01559,hairpin,C/D-box,DdR1
F1533,RF01560,hairpin,C/D-box,DdR10
F1534,RF01561,hairpin,C/D-box,DdR11
F1535,RF01562,hairpin,C/D-box,DdR12
F1536,RF01563,hairpin,C/D-box,DdR13
F1537,RF01564,hairpin,C/D-box,DdR14
F1538,RF01565,hairpin,C/D-box,DdR15
F1539,RF01566,hairpin,C/D-box,DdR16
F1540,RF01567,hairpin,C/D-box,DdR17
F1541,RF01568,2H,H/ACA-box,DdR18
F1542,RF01569,hairpin,C/D-box,DdR2
F17,RF01570,SRP,SRP,Dictyostelium_SRP
F1543,RF01571,3WJ,DdR34,DdR35
F1544,RF01572,hairpin,C/D-box,DdR4
F1545,RF01573,hairpin,C/D-box,DdR5
F1546,RF01574,hairpin,C/D-box,DdR6
F1547,RF01575,hairpin,C/D-box,DdR7
F1548,RF01576,hairpin,C/D-box,DdR8
F13,RF01577,RNaseP,RNaseP,RNase_P
F1549,RF01578,complex unclassified,RUF1,RUF1
F1550,RF01579,2H,RUF2,RUF2
F1551,RF01580,3WJ,RUF3,RUF3
F1552,RF01581,3WJ,RUF6-5,RUF6-5
F1553,RF01582,complex unclassified,RUF4,RUF4
F1554,RF01583,hairpin,C/D-box,snoR01
F1555,RF01584,2H,H/ACA-box,snoR03
F1556,RF01585,hairpin,C/D-box,snoR07
F1557,RF01586,hairpin,C/D-box,snoR09
F1558,RF01587,hairpin,C/D-box,snoR10
F1559,RF01588,hairpin,C/D-box,snoR13
F1560,RF01589,2H,H/ACA-box,plasmodium_snoR11
F1561,RF01590,hairpin,C/D-box,plasmodium_snoR14
F1562,RF01591,hairpin,C/D-box,snoR15
F1563,RF01592,hairpin,C/D-box,plasmodium_snoR17
F1564,RF01593,hairpin,C/D-box,plasmodium_snoR16
F1565,RF01594,hairpin,C/D-box,snoR18
F1566,RF01595,hairpin,C/D-box,snoR19
F1567,RF01596,hairpin,C/D-box,plasmodium_snoR20
F1568,RF01597,hairpin,C/D-box,snoR22
F1569,RF01598,hairpin,C/D-box,snoR23
F1570,RF01599,hairpin,C/D-box,plasmodium_snoR24
F1571,RF01600,hairpin,C/D-box,snoR25
F1572,RF01601,hairpin,C/D-box,plasmodium_snoR26
F1573,RF01602,2H,H/ACA-box,plasmodium_snoR27
F1574,RF01603,hairpin,C/D-box,snoR29
F1575,RF01604,hairpin,C/D-box,plasmodium_snoR28
F1576,RF01605,hairpin,C/D-box,plasmodium_snoR30
F1577,RF01606,2H,H/ACA-box,plasmodium_snoR31
F1578,RF01607,2H,H/ACA-box,ceN100
F1579,RF01608,2H,H/ACA-box,ceN102
F1580,RF01609,hairpin,C/D-box,ceN103
F1581,RF01610,2H,H/ACA-box,ceN104
F1582,RF01611,hairpin,C/D-box,ceN108
F1583,RF01612,2H,H/ACA-box,ceN105
F1584,RF01613,hairpin,C/D-box,ceN109
F1585,RF01614,2H,H/ACA-box,ceN110
F1586,RF01615,hairpin,C/D-box,ceN111
F1587,RF01617,hairpin,C/D-box,ceN113
F1588,RF01618,hairpin,C/D-box,ceN114
F1589,RF01619,3WJ,ceN115,ceN115
F1590,RF01620,2H,H/ACA-box,ceN125
F1591,RF01621,2H,H/ACA-box,ceN126
F1592,RF01622,hairpin,C/D-box,ceN22
F1593,RF01623,hairpin,ceN23-1,ceN23-1
F1594,RF01624,hairpin,C/D-box,ceN27
F1595,RF01625,hairpin,C/D-box,ceN28
F1596,RF01626,hairpin,C/D-box,ceN30
F1597,RF01627,2H,H/ACA-box,ceN36-1
F1598,RF01628,2H,H/ACA-box,ceN38
F1599,RF01629,2H,H/ACA-box,ceN39
F1600,RF01630,hairpin,C/D-box,ceN40
F1601,RF01631,2H,H/ACA-box,ceN41
F1602,RF01632,2H,H/ACA-box,ceN42
F1603,RF01633,2H,H/ACA-box,ceN43
F1604,RF01634,hairpin,C/D-box,ceN44
F1605,RF01635,2H,H/ACA-box,ceN45
F1606,RF01636,2H,H/ACA-box,ceN46
F1607,RF01637,hairpin,C/D-box,ceN47
F1608,RF01638,2H,H/ACA-box,ceN48
F1609,RF01639,2H,H/ACA-box,ceN49
F1610,RF01640,2H,H/ACA-box,ceN51
F1611,RF01641,hairpin,C/D-box,ceN53
F1612,RF01642,hairpin,C/D-box,ceN54
F1613,RF01643,3WJ,ceN56,ceN56
F1614,RF01644,2H,H/ACA-box,ceN59
F1615,RF01645,2H,H/ACA-box,ceN58
F1616,RF01646,hairpin,C/D-box,ceN63
F1617,RF01647,hairpin,C/D-box,ceN61
F1618,RF01648,hairpin,C/D-box,ceN65
F1619,RF01649,2H,H/ACA-box,ceN67
F1620,RF01650,2H,H/ACA-box,ceN68
F1621,RF01651,hairpin,C/D-box,ceN69
F1622,RF01652,hairpin,C/D-box,ceN70
F1623,RF01653,2H,H/ACA-box,ceN80
F1624,RF01654,2H,H/ACA-box,ceN82
F1625,RF01655,2H,H/ACA-box,ceN84
F1626,RF01656,4WJ,ceN72-3_ceN74-2,ceN72-3_ceN74-2
F1627,RF01658,2H,H/ACA-box,ceN81
F1628,RF01659,2H,H/ACA-box,ceN86
F1629,RF01660,2H,H/ACA-box,ceN88
F1630,RF01661,2H,H/ACA-box,ceN92
F1631,RF01662,hairpin,C/D-box,ceN89
F1632,RF01663,2H,ceN93,ceN93
F1633,RF01664,2H,H/ACA-box,ceN101
F1634,RF01665,3H,P13,P13
F1635,RF01666,hairpin,rox2,rox2
F1636,RF01667,hairpin,rox1,rox1
F1637,RF01668,3WJ,P10,P10
F1638,RF01669,3H,P14,P14
F1639,RF01670,complex unclassified,P17,P17
F1640,RF01671,3WJ,P18,P18
F1641,RF01672,3WJ,P2,P2
F1642,RF01673,complex unclassified,PhrS,PhrS
F1643,RF01674,4WJ,P27,P27
F1644,RF01675,complex unclassified,CrcZ,CrcZ
F1645,RF01676,2H,P31,P31
F1646,RF01677,2H,P35,P35
F1647,RF01678,2H,P37,P37
F1648,RF01679,2H,P36,P36
F1649,RF01680,3H,P5,P5
F1650,RF01681,complex unclassified,P4,P4
F1651,RF01682,2H,P8,P8
F1652,RF01683,complex unclassified,P6,P6
F1653,RF01684,tRNA-like,tRNA,mascRNA-menRNA
